project_code	submitter_sample_id	ega_sample_id	ega_experiment_id	ega_run_id	file_name	ega_file_id	encrypted_file_md5sum	file_md5sum	dataset_id	file_size
LUSC-KR	2014_Lung_sq_43_T	EGAN00001654355	EGAX00001604718	EGAR00001650040	SSH-PKC_1639-T.bam	EGAF00001871727	d6a2e19bb46e97635880dff0bbaabafa	1156bbcb965c5826075c7ebcf3c7e3e4	EGAD00001003960	25264638986
LUSC-KR	10D-T	EGAN00001253473	EGAX00001627895	EGAR00001673456	10D-T_sorted_dupl_realign_recalib.bam	EGAF00001904584	7aa05745f48bd3d8db10c414d4f36b95	4eeb7a079bab9918848e57774cd3d114	EGAD00001004027	10383841050
LUSC-KR	2014_Lung_sq_75_T	EGAN00001654387	EGAX00001604750	EGAR00001650072	SSH-PKC_1238-T.bam	EGAF00001871759	d16e59ee1c3355e78bd5e0b0eb03d305	ee14617511aa1eb2a6b5bfdb0e2bf148	EGAD00001003960	12962206182
LUSC-KR	2014_Lung_sq_49_N	EGAN00001654257	EGAX00001604620	EGAR00001649942	SSH-PKC_2307-N.bam	EGAF00001871629	53d77ce2c0a7858d70581eb528611c89	6d16e3d5f581848a8d6f0165b9cbcb5e	EGAD00001003960	25601621290
LUSC-KR	2014_Lung_sq_65_T	EGAN00001654377	EGAX00001604740	EGAR00001650062	SSH-PKC_4400-T.bam	EGAF00001871749	67edd7702ca881a8f1631f7f5b2d4728	f8b93759a17569311be0e214bc79ce2a	EGAD00001003960	13247729200
LUSC-KR	28D-N	EGAN00001253443	EGAX00001627865	EGAR00001673426	28_sorted_dupl_realign_recalib.bam	EGAF00001904529	725cef049a68839940c15a3035867308	46a0a952f62aeea4e6cb230cb4fb1ecf	EGAD00001004027	11406354976
LUSC-KR	2014_Lung_sq_28_T	EGAN00001654340	EGAX00001604703	EGAR00001650025	SSH-PKC_J1_T.bam	EGAF00001871712	2da4fea8d4db3b6d3cdc5c8b1fef72c1	a907a0fbab847ad4f5ebccd496ad42e6	EGAD00001003960	14479122837
LUSC-KR	2014_Lung_sq_70_T	EGAN00001654382	EGAX00001604745	EGAR00001650067	SSH-PKC_4472-T.bam	EGAF00001871754	bf7c8d69ad4c197093be8bd631ef3b42	612d5b4efbb3f81916cbd895407d93d7	EGAD00001003960	20024688168
LUSC-KR	2014_Lung_sq_33_T	EGAN00001654345	EGAX00001604708	EGAR00001650030	SSH-PKC_783-T.bam	EGAF00001871717	58dd4a1f6abe91a2b14f258a669e7e3b	6187625c14ccb2ece0198efcd86c9d39	EGAD00001003960	14441416666
LUSC-KR	2014_Lung_sq_82_T	EGAN00001654394	EGAX00001604757	EGAR00001650079	SSH-PKC_2553-T.bam	EGAF00001871766	9b9b9f3a5bf97b4744b348610870b8fb	142f409262a5f01f050f20e1737ceaec	EGAD00001003960	15176011536
LUSC-KR	2014_Lung_sq_20_N	EGAN00001654228	EGAX00001604591	EGAR00001649913	SSH-PKC_J74_N.bam	EGAF00001871600	21d81d8e9f67000dfe83a8f9824d9f98	06a8d281d94a0292bf3ad3678774b445	EGAD00001003960	20821599257
LUSC-KR	KU-9T	EGAN00001253496	EGAX00001627918	EGAR00001673479	KU_9T_sorted_dupl_realign_recalib.bam	EGAF00001904559	39fbfb6a8e686deb4b1cd10448b8bee9	f6c7258ad4c45c3eac0d47e31c9b3cce	EGAD00001004027	4744106064
LUSC-KR	2D-N	EGAN00001253430	EGAX00001627852	EGAR00001673413	2D-N_sorted_dupl_realign_recalib.bam	EGAF00001904516	1433f7f68418fc7afdc813854bf1701a	0f39944336d7816e00387260eb197fde	EGAD00001004027	5246910529
LUSC-KR	2014_Lung_sq_39_N	EGAN00001654247	EGAX00001604610	EGAR00001649932	SSH-PKC_381-N.bam	EGAF00001871619	e2b1a0380328a30fea3cb03f9c4325ba	f0c39ce702654703420445b1761df082	EGAD00001003960	16647733651
LUSC-KR	10D-N	EGAN00001253437	EGAX00001627859	EGAR00001673420	10D-N_sorted_dupl_realign_recalib.bam	EGAF00001904523	7928dbf38cafc0a39a84d40d610cd570	0d2c68bdc101562ce6bc8ed4a76c70da	EGAD00001004027	9458062257
LUSC-KR	2014_Lung_sq_09_T	EGAN00001654321	EGAX00001604684	EGAR00001650006	SSH-PKC_J65_T.bam	EGAF00001871693	a957e76e715b3dbf6dcd55d6d6703fdf	bc5076856e325d920888472f7fd09a74	EGAD00001003960	14589434069
