project_code	submitter_sample_id	ega_sample_id	ega_experiment_id	ega_run_id	file_name	ega_file_id	encrypted_file_md5sum	file_md5sum	dataset_id	file_size
LUSC-KR	J30_N	EGAN00001327828	EGAX00001612644	EGAR00001658204	J30-N_30x_sort_dup_rea_recal.bam	EGAF00001879628	ad40d347fcd4bf37d3dd2955d1ee50a2	68a1e2cb6decf322b598b2177d0ebde6	EGAD00001003978	139922537388
LUSC-KR	J57_N	EGAN00001327837	EGAX00001612662	EGAR00001658222	J57-N_30x_sort_dup_rea_recal.bam	EGAF00001879646	0b5bf8f137e4d1b66d06c565daa82f1e	41f0059ca6c84bb1e15ccab6cf19907f	EGAD00001003978	136470495626
LUSC-KR	J83_N	EGAN00001327845	EGAX00001612678	EGAR00001658238	J83-N_30x_sort_dup_rea_recal.bam	EGAF00001879662	93ca882ede2774d350a1a602ca6bd7d1	1569fe70f0ea6777fefb54ba1ebaac03	EGAD00001003978	
LUSC-KR	J31_N	EGAN00001327829	EGAX00001612646	EGAR00001658206	J31-N_30x_sort_dup_rea_recal.bam	EGAF00001879630	1296a422c38e19d002f9e6ef57955c66	beffee0a8bb9db1fe0901b38fb5714bd	EGAD00001003978	136267617006
LUSC-KR	J9_N	EGAN00001327822	EGAX00001612632	EGAR00001658192	J9-N_60x_sort_dup_rea_recal.bam	EGAF00001879616	5a7520f3d0311787dc81d1914d24c5e7	30a3e6b05f5a72e6c1649d650ecc9be4	EGAD00001003978	121420324678
LUSC-KR	J32_T	EGAN00001327860	EGAX00001612649	EGAR00001658209	J32-T_60x_sort_dup_rea_recal.bam	EGAF00001879633	bce6ad78a342182f4c7f2e819c050b06	eb06542148b711187eb2de0e9ca7160a	EGAD00001003978	262873381496
LUSC-KR	J33_T	EGAN00001327861	EGAX00001612651	EGAR00001658211	J33-T_60x_sort_dup_rea_recal.bam	EGAF00001879635	3ca0bec33f94206365122663b70e44a4	2b9ef5323ee6f0af64bf776b32696088	EGAD00001003978	223482355629
LUSC-KR	J54_T	EGAN00001327866	EGAX00001612661	EGAR00001658221	J54-T_60x_sort_dup_rea_recal.bam	EGAF00001879645	326007416078add3fa75135afbe55045	27035d39eff69b10b0298bf29011f18e	EGAD00001003978	269564346791
LUSC-KR	J80_T	EGAN00001327874	EGAX00001612677	EGAR00001658237	J80-T_60x_sort_dup_rea_recal.bam	EGAF00001879661	989d5f343f97353def5c5bfaad09f67a	f18fd37ebe08b668516828d7ebe8e69d	EGAD00001003978	278966921903
LUSC-KR	J11_N	EGAN00001327824	EGAX00001612636	EGAR00001658196	J11-N_60x_sort_dup_rea_recal.bam	EGAF00001879620	55b6a6e1bce15f79d6e95f4c5054fafb	2e6e2dc01d331ea21127c42593a5c55e	EGAD00001003978	128500535979
LUSC-KR	J33_N	EGAN00001327831	EGAX00001612650	EGAR00001658210	J33-N_60x_sort_dup_rea_recal.bam	EGAF00001879634	1f0fe4d8a42fa25649e10ce47a5c2426	0b27f150e65b47fdfdea751d05ccb1ac	EGAD00001003978	127793713557
LUSC-KR	J15_T	EGAN00001327856	EGAX00001612641	EGAR00001658201	J15-T_60x_sort_dup_rea_recal.bam	EGAF00001879625	58ea5f980b0b2076c23abd5dcece086d	ec4662851e8b8eb1881c5173eb0aa61d	EGAD00001003978	251458628288
LUSC-KR	J52_N	EGAN00001327835	EGAX00001612658	EGAR00001658218	J52-N_30x_sort_dup_rea_recal.bam	EGAF00001879642	83ead9b942ed96b863e5ad340c501037	8daf80a26387f326fa20e4ca388a1d10	EGAD00001003978	128736843242
LUSC-KR	J30_T	EGAN00001327858	EGAX00001612645	EGAR00001658205	J30-T_60x_sort_dup_rea_recal.bam	EGAF00001879629	03d6046432b5b9d2115aa581bf8d29d5	a018d0f23968eb5ffb07b7167db60138	EGAD00001003978	269174950232
LUSC-KR	J36_N	EGAN00001327832	EGAX00001612652	EGAR00001658212	J36-N_60x_sort_dup_rea_recal.bam	EGAF00001879636	39e98244eaeac3e00f6d9afded300297	2e6311fdac552e8d233a276241eb2221	EGAD00001003978	132419410001
LUSC-KR	J38_N	EGAN00001327833	EGAX00001612654	EGAR00001658214	J38-N_60x_sort_dup_rea_recal.bam	EGAF00001879638	aea6c3932f018cc31186ce36f1dc330b	d790b4b0ccf8c6960b2aa4287e9e903f	EGAD00001003978	130790042893
LUSC-KR	J87_T	EGAN00001327877	EGAX00001612683	EGAR00001658243	J87-T_60x_sort_dup_rea_recal.bam	EGAF00001879667	92f9467cd6f50c5c94e7aea8a723bdce	752ab7edc68f9e0ae7324d8a68f22e71	EGAD00001003978	262179958450
LUSC-KR	J90_T	EGAN00001327879	EGAX00001612687	EGAR00001658247	J90-T_60x_sort_dup_rea_recal.bam	EGAF00001879671	465b954297e822976509af6a31195c08	82f772d4e823c10fcf8b7c57a51ea16e	EGAD00001003978	237419302020
LUSC-KR	J80_N	EGAN00001327844	EGAX00001612676	EGAR00001658236	J80-N_30x_sort_dup_rea_recal.bam	EGAF00001879660	8a7ac056360e41beb9b021fb52308e39	37b4be916de0208553c3185c49ab49b6	EGAD00001003978	144823150796
LUSC-KR	J74_N	EGAN00001327841	EGAX00001612670	EGAR00001658230	J74-N_30x_sort_dup_rea_recal.bam	EGAF00001879654	1330fe34127d9b4764c08dbc54067d30	65e320bf1284ab726bebccbd89fa98ca	EGAD00001003978	148497584225
LUSC-KR	J76_N	EGAN00001327843	EGAX00001612674	EGAR00001658234	J76-N_30x_sort_dup_rea_recal.bam	EGAF00001879658	fcd932a04cf8dbc29d996163a838657d	bf0bba4409d7a95d408b78838b61af6e	EGAD00001003978	134854739104
LUSC-KR	J52_T	EGAN00001327865	EGAX00001612659	EGAR00001658219	J52-T_60x_sort_dup_rea_recal.bam	EGAF00001879643	6b1f7fe8efac0d824fdec18cd6b19a35	242a9c0b26674975d4f43debd3bc2ad9	EGAD00001003978	269006736190
LUSC-KR	J87_N	EGAN00001327847	EGAX00001612682	EGAR00001658242	J87-N_30x_sort_dup_rea_recal.bam	EGAF00001879666	ae946a723e228dd8750f4f295501f808	89b72d7404a2bb46e4326e9372dd3416	EGAD00001003978	133684269002
LUSC-KR	J11_T	EGAN00001327854	EGAX00001612637	EGAR00001658197	J11-T_60x_sort_dup_rea_recal.bam	EGAF00001879621	7bdd63173414c733cfa95906ab6b28ba	e8ceea98155fb8b82b574ef6364e7b26	EGAD00001003978	255810893178
LUSC-KR	J10_N	EGAN00001327823	EGAX00001612634	EGAR00001658194	J10-N_60x_sort_dup_rea_recal.bam	EGAF00001879618	0f33c1e71e24571fe64e72f59ee8e581	23f773323d288fc9730a56df94bf7de9	EGAD00001003978	124744097942
LUSC-KR	J63_T	EGAN00001327868	EGAX00001612665	EGAR00001658225	J63-T_60x_sort_dup_rea_recal.bam	EGAF00001879649	6c2a99bb9b111a991c9080e511e74dac	84422d1766441aa5e04fec1f23568818	EGAD00001003978	269291735806
